order_id,date,customer_id,customer_name,city,zip_code,county,product_category,product_name,bottles_sold,order_amount,order_amount_sek,volume_sold_liters,volume_sold_gallons
INV-57136300001,2023-03-31,10044,ELKADER FAST TRAK / ELKADER,ELKADER,52043.0,CLAYTON,STRAIGHT BOURBON WHISKIES,JIM BEAM HONEY MINI,12,126.0,1260.0,0.6,0.15
INV-57153400025,2023-03-31,4898,BURLINGTON SHELL,BURLINGTON,52601.0,DES MOINES,COCKTAILS/RTD,JOSE CUERVO AUTHENTIC WHITE PEACH LIGHT MARGARITA,1,6.9,69.0,0.2,0.05
INV-57109400018,2023-03-31,4932,B AND B WEST,CEDAR FALLS,50613.0,BLACK HAWK,TENNESSEE WHISKIES,JACK DANIELS TENNESSEE FIRE,2,47.74,477.40000000000003,1.5,0.39
INV-57121700013,2023-03-31,4732,WALGREENS #07967 / CLIVE,CLIVE,50325.0,POLK,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,12,162.0,1620.0,9.0,2.37
INV-57118500013,2023-03-31,4838,CASEY'S GENERAL STORE #2448 / OGDEN,OGDEN,50212.0,BOONE,AMERICAN VODKAS,TITOS HANDMADE VODKA,12,97.56,975.6,4.5,1.18
INV-57146600093,2023-03-31,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,50317.0,POLK,AMERICAN FLAVORED VODKA,SMIRNOFF SOURS BERRY LEMON,6,74.28,742.8,4.5,1.18
INV-57144000095,2023-03-31,5236,"GIGGLE JUICE LIQUOR STATION, LLC",ANAMOSA,52205.0,JONES,CREAM LIQUEURS,TIPPY COW CHOCOLATE,1,16.5,165.0,0.75,0.19
INV-57137700007,2023-03-31,3721,WAL-MART 0913 / DECORAH,DECORAH,52101.0,WINNESHIEK,CANADIAN WHISKIES,CANADIAN RESERVE WHISKY,6,78.78,787.8,10.5,2.77
INV-57135100004,2023-03-31,3744,RANDY'S NEIGHBORHOOD MARKET / DYERSVILLE,DYERSVILLE,52040.0,DUBUQUE,BLENDED WHISKIES,KESSLER BLEND WHISKEY,12,198.0,1980.0,21.0,5.54
INV-57151400032,2023-03-31,4319,FAREWAY STORES #703 / HUMBOLT,HUMBOLDT,50548.0,HUMBOLDT,CANADIAN WHISKIES,BLACK VELVET PEACH CANADIAN WHISKEY,3,49.5,495.0,5.25,1.38
INV-57122900020,2023-03-31,6191,HY-VEE FAST AND FRESH #2 / WAUKEE,WAUKEE,50263.0,DALLAS,100% AGAVE TEQUILA,PATRON SILVER MINI,1,34.5,345.0,0.05,0.01
INV-57119200034,2023-03-31,2612,HY-VEE STORE / PERRY,PERRY,50220.0,DALLAS,CREAM LIQUEURS,CASHEL IRISH CREAM,12,127.44,1274.4,9.0,2.37
INV-57146000044,2023-03-31,5443,1ST STOP BEVERAGE SHOP,DES MOINES,50317.0,POLK,100% AGAVE TEQUILA,1800 SILVER,12,297.0,2970.0,9.0,2.37
INV-57144200009,2023-03-31,5333,FAREWAY STORES #166/ ANAMOSA,ANAMOSA,52205.0,JONES,CANADIAN WHISKIES,BLACK VELVET,12,198.0,1980.0,21.0,5.54
INV-57146600015,2023-03-31,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,50317.0,POLK,TEMPORARY & SPECIALTY PACKAGES,ABSOLUT WILD BERRI MINI,1,8.82,88.2,0.05,0.01
INV-57145300005,2023-03-31,4439,CENTER POINT FOODS,CENTER POINT,52213.0,LINN,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL,1,47.58,475.79999999999995,1.75,0.46
INV-57124000002,2023-03-31,4411,KUM & GO #95 / DE SOTO,DE SOTO,50069.0,DALLAS,CANADIAN WHISKIES,BLACK VELVET MINI,8,106.48,1064.8,0.4,0.1
INV-57122300002,2023-03-31,6261,WAUKEE LIQUOR & FOOD MART / WAUKEE,WAUKEE,50263.0,DALLAS,STRAIGHT BOURBON WHISKIES,WHISTLEPIG PIGGYBACK BOURBON,12,450.0,4500.0,9.0,2.37
INV-57125000095,2023-03-31,3868,WAL-MART 3630 / MARION,MARION,52302.0,LINN,100% AGAVE TEQUILA,GRAN CORAMINO REPOSADO CRISTALINO,6,225.0,2250.0,4.5,1.18
INV-57122700005,2023-03-31,10136,STAR LIQUOR TOBACCO AND VAPE / WAUKEE,WAUKEE,50263.0,DALLAS,IRISH WHISKIES,JAMESON CASKMATES STOUT,1,25.49,254.89999999999998,0.75,0.19
INV-57138700002,2023-03-31,5479,CASEY'S GENERAL STORE #3534 / CLERMONT,CLERMONT,52135.0,FAYETTE,CANADIAN WHISKIES,BLACK VELVET,18,297.0,2970.0,31.5,8.32
INV-57114900010,2023-03-31,4313,FAREWAY STORES #940 / ATLANTIC,ATLANTIC,50022.0,CASS,AMERICAN VODKAS,PHILLIPS VODKA,6,68.4,684.0,10.5,2.77
INV-57117000014,2023-03-31,2649,HY-VEE #3 / DUBUQUE,DUBUQUE,52001.0,DUBUQUE,IRISH WHISKIES,BUSHMILLS IRISH WHISKEY,2,45.0,450.0,1.5,0.39
INV-57120500009,2023-03-31,4661,QUIK TRIP #531 / GRIMES,GRIMES,50111.0,POLK,AMERICAN VODKAS,SMIRNOFF 80PRF MINI,3,33.63,336.3,0.15,0.03
INV-57132400015,2023-03-31,5915,THE HUT / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,BLENDED WHISKIES,KESSLER BLEND WHISKEY,4,43.04,430.4,4.0,1.05
INV-57144700015,2023-03-31,5437,GREAT PASTIMES / MONTICELLO,MONTICELLO,52310.0,JONES,AMERICAN BRANDIES,PARAMOUNT BLACKBERRY BRANDY,3,30.39,303.9,3.0,0.79
INV-57127100001,2023-03-31,5338,KUM & GO #539/ NW 2ND AVE,DES MOINES,50313.0,POLK,CANADIAN WHISKIES,BLACK VELVET MINI,1,13.31,133.1,0.05,0.01
INV-57125600045,2023-03-31,5916,ANOTHER ROUND / DEWITT,DEWITT,52742.0,CLINTON,FLAVORED RUM,BLUE CHAIR BAY COCONUT RUM,12,188.88,1888.8,9.0,2.37
INV-57149600071,2023-03-31,3592,WAL-MART 0886 / FORT DODGE,FORT DODGE,50501.0,HARDIN,SPICED RUM,CAPTAIN MORGAN PRIVATE STOCK,12,224.88,2248.8,9.0,2.37
INV-57150900002,2023-03-31,5556,CASEY'S GENERAL STORE #2891 / FORT DODGE,FORT DODGE,50501.0,WEBSTER,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY 100ML CARRIER,40,360.0,3600.0,4.0,1.05
INV-57149200028,2023-03-31,6130,HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,FORT DODGE,50501.0,WEBSTER,AMERICAN CORDIALS & LIQUEURS,99 PINK LEMONADE MINI,2,15.48,154.8,0.1,0.02
INV-57119900028,2023-03-31,4362,KUM & GO #135 / POLK CITY,POLK CITY,50226.0,POLK,CREAM LIQUEURS,RUMCHATA,12,144.0,1440.0,4.5,1.18
INV-57125500005,2023-03-31,5298,DEWITT TRAVEL MART,DEWITT,52742.0,CLINTON,TEMPORARY & SPECIALTY PACKAGES,OLD FORESTER MINT JULEP,12,224.88,2248.8,12.0,3.17
INV-57154200002,2023-03-31,6311,LIGHTNING LIQUOR AND SMOKE SHOP - BURLINGTON,BURLINGTON,52601.0,DES MOINES,CANADIAN WHISKIES,CROWN ROYAL REGAL APPLE,4,104.96,1049.6,3.0,0.79
INV-57150600033,2023-03-31,10071,HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,FORT DODGE,50501.0,WEBSTER,IMPORTED SCHNAPPS,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR MINI,1,20.25,202.5,0.05,0.01
INV-57154200013,2023-03-31,6311,LIGHTNING LIQUOR AND SMOKE SHOP - BURLINGTON,BURLINGTON,52601.0,DES MOINES,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,48,72.0,720.0,4.8,1.26
INV-57146200015,2023-03-31,4596,QUIK TRIP #534 / E UNIVERSITY DM,DES MOINES,50317.0,POLK,AMERICAN VODKAS,TITOS HANDMADE VODKA,2,30.0,300.0,1.5,0.39
INV-57146600085,2023-03-31,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,50317.0,POLK,IMPORTED SCHNAPPS,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR MINI,2,40.5,405.0,0.1,0.02
INV-57139400008,2023-03-31,5966,CASEY'S GENERAL STORE #22 / CHARITON,CHARITON,50049.0,LUCAS,STRAIGHT BOURBON WHISKIES,JIM BEAM MINI,1,10.5,105.0,0.05,0.01
INV-57150500020,2023-03-31,4311,FAREWAY STORES #508 / FORT DODGE,FORT DODGE,50501.0,WEBSTER,AMERICAN BRANDIES,E & J PEACH,12,117.0,1170.0,9.0,2.37
INV-57117000153,2023-03-31,2649,HY-VEE #3 / DUBUQUE,DUBUQUE,52001.0,DUBUQUE,MIXTO TEQUILA,JUAREZ SILVER,12,135.0,1350.0,9.0,2.37
INV-57125100114,2023-03-31,2560,HY-VEE FOOD STORE (1396) / MARION,MARION,52302.0,LINN,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,38.7,387.0,0.05,0.01
INV-57148400023,2023-03-31,2602,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,AMERICAN DRY GINS,SEAGRAMS EXTRA DRY GIN,6,125.94,1259.4,10.5,2.77
INV-57117500021,2023-03-31,5561,CASEY'S GENERAL STORE #32 / MADRID,MADRID,50156.0,BOONE,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,3,64.59,645.9000000000001,2.25,0.59
INV-57118700031,2023-03-31,4320,FAREWAY STORES #470 / PERRY,PERRY,50220.0,DALLAS,AMERICAN CORDIALS & LIQUEURS,KINKY BLUE MINI,1,7.26,72.6,0.05,0.01
INV-57128000024,2023-03-31,5145,SOUTH SIDE FOOD MART,DES MOINES,50315.0,POLK,AMERICAN VODKAS,TITOS HANDMADE VODKA,12,180.0,1800.0,9.0,2.37
INV-57121400037,2023-03-31,4448,KUM & GO #572 / URBANDALE,URBANDALE,50322.0,POLK,100% AGAVE TEQUILA,DON JULIO BLANCO,2,44.98,449.79999999999995,0.75,0.19
INV-57140300077,2023-03-31,5257,MAD AVE QUIK SHOP,OTTUMWA,52501.0,WAPELLO,MIXTO TEQUILA,JOSE CUERVO ESPECIAL REPOSADO,6,207.0,2070.0,10.5,2.77
INV-57158900039,2023-03-31,10037,WHISKEY WOLF LIQUOR / GLENWOOD,GLENWOOD,51534.0,MILLS,AMERICAN FLAVORED VODKA,NATURAL LIGHT STRAWBERRY LEMONADE VODKA,1,7.49,74.9,0.75,0.19
INV-57115300027,2023-03-31,3632,WAL-MART 2004 / DUBUQUE,DUBUQUE,52003.0,DUBUQUE,COCKTAILS/RTD,JOSE CUERVO GOLDEN MARGARITA,6,99.36,993.6,10.5,2.77
INV-57117800034,2023-03-31,2505,HY-VEE WINE AND SPIRITS (1038) / BOONE,BOONE,50036.0,BOONE,IMPORTED FLAVORED VODKA,ABSOLUT CITRON,12,269.88,2698.8,12.0,3.17
INV-57121600055,2023-03-31,4450,KUM & GO #157 / URBANDALE,URBANDALE,50323.0,POLK,CANADIAN WHISKIES,BLACK VELVET APPLE,3,49.5,495.0,5.25,1.38
INV-57116700003,2023-03-31,2524,HY-VEE FOOD STORE #1 (1159) / DUBUQUE,DUBUQUE,52001.0,DUBUQUE,AGED DARK RUM,DIPLOMATICO RESERVA EXCLUSIVA,6,202.5,2025.0,4.5,1.18
INV-57150300102,2023-03-31,2644,HY-VEE FORT DODGE WINE AND SPIRITS,FORT DODGE,50501.0,WEBSTER,CREAM LIQUEURS,RYANS CREAM LIQUEUR,12,120.6,1206.0,9.0,2.37
INV-57160200021,2023-03-31,5544,CASEY'S GENERAL STORE #2834 / LENOX,LENOX,50851.0,TAYLOR,AMERICAN VODKAS,SWELL VODKA,6,54.0,540.0,4.5,1.18
INV-57115300032,2023-03-31,3632,WAL-MART 2004 / DUBUQUE,DUBUQUE,52003.0,DUBUQUE,AMERICAN DISTILLED SPIRITS SPECIALTY,SKREWBALL PEANUT BUTTER WHISKEY,12,333.0,3330.0,9.0,2.37
INV-57119500036,2023-03-31,4873,CASEY'S GENERAL STORE #2559 / GRANGER,GRANGER,50109.0,DALLAS,AMERICAN CORDIALS & LIQUEURS,99 SOUR CHERRY MINI,1,7.74,77.4,0.05,0.01
INV-57151200016,2023-03-31,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,HUMBOLDT,50548.0,HUMBOLDT,AMERICAN VODKAS,BAGGER VODKA,12,225.0,2250.0,12.0,3.17
INV-57153300007,2023-03-31,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,BURLINGTON,52601.0,DES MOINES,BLENDED WHISKIES,KESSLER BLEND WHISKEY,48,132.0,1320.0,9.6,2.53
INV-57132500003,2023-03-31,4808,CB QUICK STOP / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL MINI,12,207.0,2070.0,0.6,0.15
INV-57152900102,2023-03-31,2506,HY-VEE #2 (1044) / BURLINGTON,BURLINGTON,52601.0,DES MOINES,COFFEE LIQUEURS,KAPALI COFFEE LIQUEUR,6,51.48,514.8,4.5,1.18
INV-57157600020,2023-03-31,2655,HY-VEE FOOD STORE / CLARINDA,CLARINDA,51632.0,PAGE,TEMPORARY & SPECIALTY PACKAGES,BAILEYS VANILLA MINT SHAKE,2,49.48,494.79999999999995,1.5,0.39
INV-57133200021,2023-03-31,5077,WAL-MART 3150 / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,AMERICAN VODKAS,NEW AMSTERDAM 80PRF,12,144.0,1440.0,9.0,2.37
INV-57125700002,2023-03-31,5916,ANOTHER ROUND / DEWITT,DEWITT,52742.0,CLINTON,WHITE RUM,SOOH FLOR DE CANA WHITE,12,180.6,1806.0,9.0,2.37
INV-57135100026,2023-03-31,3744,RANDY'S NEIGHBORHOOD MARKET / DYERSVILLE,DYERSVILLE,52040.0,DUBUQUE,WHISKEY LIQUEUR,SOUTHERN COMFORT,12,233.52,2335.2000000000003,12.0,3.17
INV-57151500011,2023-03-31,5841,SWEETWATER SPIRITS - LIVERMORE,LIVERMORE,50558.0,HUMBOLDT,AMERICAN FLAVORED VODKA,SKYY INFUSIONS WILD STRAWBERRY,3,33.75,337.5,2.25,0.59
INV-57121200026,2023-03-31,5615,CASEY'S GENERAL STORE #2520 / GRIMES,GRIMES,50111.0,POLK,AMERICAN SCHNAPPS,99 BANANAS MINI,3,19.35,193.5,0.15,0.03
INV-57145700004,2023-03-31,6145,THE DEPOT VAN HORNE,VAN HORNE,52346.0,BENTON,CANADIAN WHISKIES,BLACK VELVET,12,198.0,1980.0,21.0,5.54
INV-57160400015,2023-03-31,2553,HY-VEE FOOD STORE (1095) / CRESTON,CRESTON,50801.0,UNION,STRAIGHT RYE WHISKIES,TEMPLETON RYE 4YR,3,81.42,814.2,2.25,0.59
INV-57118200008,2023-03-31,4831,L & M GAS & GROCERY / BOONE,BOONE,50036.0,BOONE,AMERICAN VODKAS,HAWKEYE VODKA,12,135.0,1350.0,21.0,5.54
INV-57149800009,2023-03-31,6068,STAR CONVENIENCE / FORT DODGE,FORT DODGE,50501.0,WEBSTER,AMERICAN VODKAS,HAWKEYE VODKA PET,12,63.0,630.0,9.0,2.37
INV-57145500053,2023-03-31,4346,ROY'S FOODLAND,SHELLSBURG,52332.0,BENTON,AMERICAN SCHNAPPS,DEKUYPER GRAPE PUCKER,2,23.62,236.20000000000002,2.0,0.52
INV-57151500002,2023-03-31,5841,SWEETWATER SPIRITS - LIVERMORE,LIVERMORE,50558.0,HUMBOLDT,SCOTCH WHISKIES,SCORESBY RARE SCOTCH,3,30.33,303.29999999999995,3.0,0.79
INV-57118700026,2023-03-31,4320,FAREWAY STORES #470 / PERRY,PERRY,50220.0,DALLAS,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,6,138.0,1380.0,10.5,2.77
INV-57148400050,2023-03-31,2602,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,48,72.0,720.0,4.8,1.26
INV-57110100040,2023-03-31,2651,HY-VEE / WAVERLY,WAVERLY,50677.0,BREMER,IMPORTED DRY GINS,ROKU GIN,1,25.5,255.0,0.75,0.19
INV-57121800044,2023-03-31,6045,KUM & GO #3156 / CLIVE,CLIVE,50325.0,POLK,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,3,39.39,393.9,0.15,0.03
INV-57148400043,2023-03-31,2602,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,FLAVORED RUM,CAPTAIN MORGAN COCONUT,3,37.17,371.70000000000005,2.25,0.59
INV-57153400004,2023-03-31,4898,BURLINGTON SHELL,BURLINGTON,52601.0,DES MOINES,TENNESSEE WHISKIES,JACK DANIELS OLD #7 BLACK LABEL MINI,1,17.25,172.5,0.05,0.01
INV-57130300011,2023-03-31,6256,821 SQ LIQUOR / DES MOINES,DES MOINES,50316.0,POLK,BLENDED WHISKIES,SEAGRAMS 7 CROWN,6,125.94,1259.4,10.5,2.77
INV-57148400036,2023-03-31,2602,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,AMERICAN VODKAS,NIKOLAI VODKA,6,63.54,635.4,10.5,2.77
INV-57160700024,2023-03-31,4317,FAREWAY STORES #941 / GREENFIELD,GREENFIELD,50849.0,ADAIR,SCOTCH WHISKIES,JOHNNIE WALKER RED,2,40.5,405.0,1.5,0.39
INV-57144000045,2023-03-31,5236,"GIGGLE JUICE LIQUOR STATION, LLC",ANAMOSA,52205.0,JONES,AMERICAN VODKAS,TITOS HANDMADE VODKA,12,180.0,1800.0,9.0,2.37
INV-57131900022,2023-03-31,5195,CASEY'S GENERAL STORE #3203 / COUNCI,COUNCIL BLUFFS,51530.0,POTTAWATTAMIE,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ MINI,8,149.28,1492.8,0.4,0.1
INV-57125600005,2023-03-31,5916,ANOTHER ROUND / DEWITT,DEWITT,52742.0,CLINTON,CANADIAN WHISKIES,CROWN ROYAL,120,3598.8,35988.0,120.0,31.7
INV-57133400003,2023-03-31,5858,TAYLOR QUIK PIK - SHELBY,SHELBY,51570.0,POTTAWATTAMIE,AMERICAN SCHNAPPS,99 FRUITS MINI,12,77.4,774.0,0.6,0.15
INV-57130500012,2023-03-31,5625,OASIS / DES MOINES,DES MOINES,50313.0,POLK,FLAVORED RUM,MALIBU COCONUT,3,40.47,404.7,2.25,0.59
INV-57157100011,2023-03-31,4419,KUM & GO #4 / LAMONI,LAMONI,50140.0,DECATUR,AMERICAN VODKAS,SMIRNOFF 80PRF PET,6,132.78,1327.8,10.5,2.77
INV-57154800001,2023-03-31,10170,SHERPA LIQUOR & TOBACCO OUTLET 1 / BURLINGTON,BURLINGTON,52601.0,DES MOINES,TEMPORARY & SPECIALTY PACKAGES,BENCHMARK BONDED,12,180.0,1800.0,9.0,2.37
INV-57113200041,2023-03-31,4617,LICKETY LIQUOR,DES MOINES,50317.0,POLK,100% AGAVE TEQUILA,PATRON SILVER,3,42.75,427.5,0.6,0.15
INV-57150300084,2023-03-31,2644,HY-VEE FORT DODGE WINE AND SPIRITS,FORT DODGE,50501.0,WEBSTER,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,12,313.56,3135.6,12.0,3.17
INV-57156900028,2023-03-31,3712,MONTE SPIRITS,MONTEZUMA,50171.0,POWESHIEK,IMPORTED BRANDIES,HENNESSY VS,2,22.48,224.8,0.4,0.1
INV-57126700002,2023-03-31,4912,CASEY'S GENERAL STORE #2531 / ELDRIDGE,ELDRIDGE,52748.0,SCOTT,CANADIAN WHISKIES,CROWN ROYAL REGAL APPLE,6,76.44,764.4,2.25,0.59
INV-57143800024,2023-03-31,4876,QUICK MART / HIAWATHA,HIAWATHA,52233.0,LINN,AMERICAN CORDIALS & LIQUEURS,99 MANGOES,48,68.64,686.4,4.8,1.26
INV-57119600004,2023-03-31,3831,THE MARKET OF MADRID,MADRID,50156.0,BOONE,CANADIAN WHISKIES,CANADIAN MIST WHISKY PET,2,34.5,345.0,3.5,0.92
INV-57131900009,2023-03-31,5195,CASEY'S GENERAL STORE #3203 / COUNCI,COUNCIL BLUFFS,51530.0,POTTAWATTAMIE,AMERICAN VODKAS,HAWKEYE VODKA PET,12,63.0,630.0,9.0,2.37
INV-57124100014,2023-03-31,4623,CASEY'S GENERAL STORE #1493 / VAN METER,VAN METER,50261.0,DALLAS,AMERICAN FLAVORED VODKA,TRULY STRAWBERRY LEMONADE,4,51.0,510.0,3.0,0.79
INV-57128500002,2023-03-31,4092,FAREWAY STORES #077 / NORWALK,NORWALK,50211.0,WARREN,STRAIGHT BOURBON WHISKIES,EVAN WILLIAMS BLACK,6,153.0,1530.0,10.5,2.77
INV-57137700006,2023-03-31,3721,WAL-MART 0913 / DECORAH,DECORAH,52101.0,WINNESHIEK,CANADIAN WHISKIES,CANADIAN LTD WHISKY,24,81.12,811.2,9.0,2.37
INV-57118400003,2023-03-31,10073,FAREWAY STORES INC #229 / ODGEN,OGDEN,50212.0,BOONE,CANADIAN WHISKIES,CROWN ROYAL,12,314.88,3148.8,9.0,2.37
INV-57133100016,2023-03-31,5327,MEGA SAVER,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,AMERICAN VODKAS,BARTON VODKA PET,12,60.72,607.2,9.0,2.37
INV-57132400074,2023-03-31,5915,THE HUT / COUNCIL BLUFFS,COUNCIL BLUFFS,51501.0,POTTAWATTAMIE,MIXTO TEQUILA,JOSE CUERVO ESPECIAL REPOSADO MINI,2,37.0,370.0,0.1,0.02
INV-57130100032,2023-03-31,4601,KUM & GO #4110 / GUTHRIE DM,DES MOINES,50317.0,POLK,100% AGAVE TEQUILA,DON JULIO BLANCO,4,89.96,899.5999999999999,1.5,0.39
INV-57120800034,2023-03-31,6006,CASEY'S GENERAL STORE #2635 / JOHNSTON,JOHNSTON,50131.0,POLK,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY PET,6,81.0,810.0,4.5,1.18
INV-57158800006,2023-03-31,4708,NO FRILLS SUPERMARKETS #803 / GLENWOOD,GLENWOOD,51534.0,MILLS,AMERICAN VODKAS,MCCORMICK 80PRF VODKA PET,6,71.94,719.4,10.5,2.77
INV-57124600031,2023-03-31,4209,WAL-MART 5748 / GRIMES,GRIMES,50111.0,POLK,IMPORTED BRANDIES,REMY MARTIN 1738 ACCORD ROYAL,6,292.32,2923.2,4.5,1.18
INV-57155000031,2023-03-31,5434,"MK MINIMART, INC",WEST BURLINGTON,52655.0,DES MOINES,IMPORTED SCHNAPPS,DR MCGILLICUDDYS MENTHOLMINT,12,155.88,1558.8,9.0,2.37
INV-57125100049,2023-03-31,2560,HY-VEE FOOD STORE (1396) / MARION,MARION,52302.0,LINN,IMPORTED FLAVORED VODKA,ABSOLUT CITRON,6,89.94,899.4,4.5,1.18
INV-57149100005,2023-03-31,6137,STAR CONVENIENCE / FORT DODGE,FORT DODGE,50501.0,WEBSTER,AMERICAN BRANDIES,PAUL MASSON FRUIT PUNCH GRANDE AMBER BRANDY,1,9.62,96.19999999999999,0.75,0.19
INV-57117200011,2023-03-31,4829,CENTRAL CITY 2,DES MOINES,50314.0,POLK,AMERICAN VODKAS,SWELL ZONE VODKA,12,169.92,1699.1999999999998,9.0,2.37
INV-57148200013,2023-03-31,5387,CASEY'S GENERAL STORE # 3054/ WEBSTER CITY,WEBSTER CITY,50595.0,HAMILTON,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY PET,6,144.0,1440.0,10.5,2.77
INV-57136700002,2023-03-31,3679,FRANKLIN STREET FLORAL & GIFT,MONONA,52159.0,CLAYTON,CANADIAN WHISKIES,CANADIAN CLUB WHISKY,1,14.57,145.7,1.0,0.26
INV-57152700036,2023-03-31,3562,WAL-MART 0797 / W BURLINGTON,WEST BURLINGTON,52655.0,DES MOINES,AMERICAN VODKAS,CALIBER VODKA,12,59.64,596.4,9.0,2.37
INV-57154000003,2023-03-31,5149,B S MINI MART INC,BURLINGTON,52601.0,DES MOINES,STRAIGHT BOURBON WHISKIES,WHISTLEPIG PIGGYBACK BOURBON,1,37.5,375.0,0.75,0.19
INV-57114900001,2023-03-31,4313,FAREWAY STORES #940 / ATLANTIC,ATLANTIC,50022.0,CASS,CANADIAN WHISKIES,BLACK VELVET,30,495.0,4950.0,52.5,13.86
INV-57151100034,2023-03-31,5758,CASEY'S GENERAL STORE #51 / HUMBOLDT,HUMBOLDT,50548.0,HUMBOLDT,AMERICAN BRANDIES,PAUL MASSON GRANDE AMBER BRANDY VS,2,9.66,96.6,0.75,0.19
INV-57121400016,2023-03-31,4448,KUM & GO #572 / URBANDALE,URBANDALE,50322.0,POLK,AMERICAN VODKAS,WHITE CLAW PREMIUM VODKA,2,28.5,285.0,1.5,0.39
INV-57149500015,2023-03-31,6028,CASEY'S GENERAL STORE #2686 / FORT DODGE,FORT DODGE,50501.0,WEBSTER,AMERICAN CORDIALS & LIQUEURS,KINKY RED MINI,3,21.78,217.8,0.15,0.03
INV-57111700014,2023-03-31,4368,KUM & GO #570 / JOHNSTON,JOHNSTON,50131.0,POLK,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,77.4,774.0,0.6,0.15
INV-57139900021,2023-03-31,4472,QUICK SHOP FOODS / CENTERVILLE,CENTERVILLE,52544.0,APPANOOSE,FLAVORED RUM,MALIBU PEACH MINI,2,14.7,147.0,0.1,0.02
INV-57145800020,2023-03-31,5970,KUM & GO #7701 / DES MOINES,DES MOINES,50309.0,POLK,MIXTO TEQUILA,JOSE CUERVO ESPECIAL REPOSADO MINI,4,74.0,740.0,0.2,0.05
INV-57155600009,2023-03-31,10148,PETRO AND MORE / LETTS,LETTS,52754.0,LOUISA,IMPORTED DRY GINS,TANQUERAY GIN,5,52.45,524.5,1.87,0.49
INV-57152000005,2023-03-31,4542,CASEY'S GENERAL STORE #2994 / LAUREN,LAURENS,50554.0,POCAHONTAS,CANADIAN WHISKIES,BLACK VELVET,12,99.0,990.0,9.0,2.37
INV-57155000023,2023-03-31,5434,"MK MINIMART, INC",WEST BURLINGTON,52655.0,DES MOINES,SPICED RUM,CAPTAIN MORGAN ORIGINAL SPICED,2,54.0,540.0,3.5,0.92
INV-57122700031,2023-03-31,10136,STAR LIQUOR TOBACCO AND VAPE / WAUKEE,WAUKEE,50263.0,DALLAS,100% AGAVE TEQUILA,HORNITOS CRISTALINO,1,25.5,255.0,0.75,0.19
INV-57160400039,2023-03-31,2553,HY-VEE FOOD STORE (1095) / CRESTON,CRESTON,50801.0,UNION,IMPORTED CORDIALS & LIQUEURS,GRAND MARNIER CORDON ROUGE,12,414.0,4140.0,9.0,2.37
INV-57143400010,2023-03-31,5575,CASEY'S GENERAL STORE #2919 / MARION,MARION,52302.0,LINN,AMERICAN VODKAS,TITOS HANDMADE VODKA MINI,5,96.0,960.0,0.25,0.06
INV-57158900032,2023-03-31,10037,WHISKEY WOLF LIQUOR / GLENWOOD,GLENWOOD,51534.0,MILLS,AMERICAN VODKAS,HAWKEYE VODKA,6,67.5,675.0,10.5,2.77
